text,source,page
"twork: ANNs can work with numerical data. Problems must be converted into numerical values before being introduced to ANN. The presentation mechanism to be resolved here will directly impact the performance of the network. It relies on the user's abilities. The duration of the network is unknown: The network is reduced to a specific value of the error, and this value does not give us optimum results. “Science artificial neural networks that have steeped into the world in the mid-20th century are exponentially developing. In the present time, we have investigated the pros of artificial neural networks and the issues encountered in the course of their utilization. It should not be overlooked that the cons of ANN networks, which are a flourishing science branch, are eliminated individually, a",MACHINE LEARNING(R17A0534) (1).pdf,48
"f their utilization. It should not be overlooked that the cons of ANN networks, which are a flourishing science branch, are eliminated individually, and their pros are increasing day by day. It means that artificial neural networks will turn into an irreplaceable part of our lives progressively important.” How do artificial neural networks work? Artificial Neural Network can be best represented as a weighted directed graph, where the artificial neurons form the nodes. The association between the neurons outputs and neuron inputs can be viewed as the directed edges with weights. The Artificial Neural Network receives the input signal from the external source in the form of a pattern and image in the form of a vector. These inputs are then mathematically assigned by the notations x(n) for ev",MACHINE LEARNING(R17A0534) (1).pdf,48
external source in the form of a pattern and image in the form of a vector. These inputs are then mathematically assigned by the notations x(n) for every n number of inputs.,MACHINE LEARNING(R17A0534) (1).pdf,48
"44 Afterward, each of the input is multiplied by its corresponding weights ( these weights are the details utilized by the artificial neural networks to solve a specific problem ). In general terms, these weights normally represent the strength of the interconnection between neurons inside the artificial neural network. All the weighted inputs are summarized inside the computing unit. If the weighted sum is equal to zero, then bias is added to make the output non-zero or something else to scale up to the system's response. Bias has the same input, and weight equals to 1. Here the total of weighted inputs can be in the range of 0 to positive infinity. Here, to keep the response in the limits of the desired value, a certain maximum value is benchmarked, and the total of weighted inputs is pa",MACHINE LEARNING(R17A0534) (1).pdf,49
"nfinity. Here, to keep the response in the limits of the desired value, a certain maximum value is benchmarked, and the total of weighted inputs is passed through the activation function. The activation function refers to the set of transfer functions used to achieve the desired output. There is a different kind of the activation function, but primarily either linear or non-linear sets of functions. Some of the commonly used sets of activation functions are the Binary, linear, and Tan hyperbolic sigmoidal activation functions. Let us take a look at each of them in details: Binary: In binary activation function, the output is either a one or a 0. Here, to accomplish this, there is a threshold value set up. If the net weighted input of neurons is more than 1, then the final output of the act",MACHINE LEARNING(R17A0534) (1).pdf,49
"0. Here, to accomplish this, there is a threshold value set up. If the net weighted input of neurons is more than 1, then the final output of the activation function is returned as one or else the output is returned as 0. Sigmoidal Hyperbolic: The Sigmoidal Hyperbola function is generally seen as an ""S"" shaped curve. Here the tan hyperbolic function is used to approximate output from the actual net input. The function is defined as: F(x) = (1/1 + exp(-????x)) Where ???? is considered the Steepness parameter. Types of Artificial Neural Network: There are various types of Artificial Neural Networks (ANN) depending upon the human brain neuron and network functions, an artificial neural network similarly performs tasks. The majority of the artificial neural networks will have some similaritie",MACHINE LEARNING(R17A0534) (1).pdf,49
"nd network functions, an artificial neural network similarly performs tasks. The majority of the artificial neural networks will have some similarities with a more complex biological partner and are very effective at their expected tasks. For example, segmentation or classification. Feedback ANN: In this type of ANN, the output returns into the network to accomplish the best-evolved results internally. As per the University of Massachusetts, Lowell Centre for Atmospheric Research. The feedback networks feed information back into itself and are well suited to solve optimization issues. The Internal system error corrections utilize feedback ANNs. Feed-Forward ANN: A feed-forward network is a basic neural network comprising of an input layer, an output layer, and at least one layer of a neuro",MACHINE LEARNING(R17A0534) (1).pdf,49
"s. Feed-Forward ANN: A feed-forward network is a basic neural network comprising of an input layer, an output layer, and at least one layer of a neuron. Through assessment of its output by reviewing its input, the intensity of the network can be noticed based on group behavior of the associated neurons, and the output is decided. The primary advantage of this network is that it figures out how to evaluate and recognize input patterns.",MACHINE LEARNING(R17A0534) (1).pdf,49
"45 Prerequisite No specific expertise is needed as a prerequisite before starting this tutorial. Audience Our Artificial Neural Network Tutorial is developed for beginners as well as professionals, to help them understand the basic concept of ANNs. 2.3.2. PERCEPTRONS One type of ANN system is based on a unit called a perceptron, illustrated in below Figure: A perceptron takes a vector of real-valued inputs, calculates a linear combination of these inputs, then outputs a 1 if the result is greater than some threshold and -1 otherwise. More precisely, given inputs xl through xn the output o(xl, . . . , xn) computed by the perceptron is where eachwi is a real-valued constant, or weight, that determines the contribution of input xi to the perceptron output. Notice the quantity ) ( 0 w  is a t",MACHINE LEARNING(R17A0534) (1).pdf,50
"chwi is a real-valued constant, or weight, that determines the contribution of input xi to the perceptron output. Notice the quantity ) ( 0 w  is a threshold that the weighted combination of inputs x w x w n n  .... 1 1 must surpass in order for the perceptron to output a 1. To simplify notation, we imagine an additional constant input 1 0  x , allowing us to write the above inequality as 0 0   n i i ix w , or in vector form as o x w    . . For brevity, we will sometimes write the perceptron function as Learning a perceptron involves choosing values for the weights w w n ,...., 0 Therefore, the space H of candidate hypotheses considered in perceptron learning is the set of all possible real-valued weight vectors. Representational Power of Perceptrons: We can view the perceptron a",MACHINE LEARNING(R17A0534) (1).pdf,50
"ered in perceptron learning is the set of all possible real-valued weight vectors. Representational Power of Perceptrons: We can view the perceptron as representing a hyperplane decision surface in the n--dimensional space of instances (i.e., points). The perceptron outputs a 1 for instances lying on one side of the hyperplane",MACHINE LEARNING(R17A0534) (1).pdf,50
"46 and outputs a -1 for instances lying on the other side, as illustrated in Figure below The equation for this decision hyperplane is 0 .    x w . Of course, some sets of positive and negative examples cannot be separated by any hyperplane. Those that can be separated are called linearly separable sets of examples. The decision surface represented by a two-input perceptron. (a) A set of training examples and the decision surface of a perceptron that classifies them correctly. (b) A set of training examples that is not linearly separable (i.e., that cannot be correctly classified by any straight line). xl and x2 are the Perceptron inputs. Positive examples are indicated by ""+"", negative by ""-"". The inputs are fed to multiple units, and the outputs of these units are then input to a seco",MACHINE LEARNING(R17A0534) (1).pdf,51
"Positive examples are indicated by ""+"", negative by ""-"". The inputs are fed to multiple units, and the outputs of these units are then input to a second, final stage. One way is to represent the Boolean function in disjunctive normal form (i.e., as the disjunction (OR) of a set of conjunctions (ANDs) of the inputs and their negations). Note that the input to an AND perceptron can be negated simply by changing the sign of the corresponding input weight. Because networks of threshold units can represent a rich variety of functions and because single units alone cannot, we will generally be interested in learning multilayer networks of threshold units. The Perceptron Training Rule Although we are interested in learning networks of many interconnected units, let us begin by understanding how t",MACHINE LEARNING(R17A0534) (1).pdf,51
"units. The Perceptron Training Rule Although we are interested in learning networks of many interconnected units, let us begin by understanding how to learn the weights for a single perceptron. Here the precise learning problem is to determine a weight vector that causes the perceptron to produce the correct 1  output for each of the given training examples. Several algorithms are known to solve this learning problem. Here we consider two: the perceptron rule and the delta rule. These two algorithms are guaranteed to converge to somewhat different acceptable hypotheses, under somewhat different conditions. They are important to ANNs because they provide the basis for learning networks of many units. One way to learn an acceptable weight vector is to begin with random weights, then iterat",MACHINE LEARNING(R17A0534) (1).pdf,51
"they provide the basis for learning networks of many units. One way to learn an acceptable weight vector is to begin with random weights, then iteratively apply the perceptron to each training example, modifying the perceptron weights whenever it misclassifies an example. This process is repeated, iterating through the training examples as many times as needed until the perceptron classifies all training examples correctly. Weights are modified at each step according to the perceptron training rule, which revises the weight wi associated with input xi according to the rule Here t is the target output for the current training example, o is the output generated by the",MACHINE LEARNING(R17A0534) (1).pdf,51
e output generated by the,MACHINE LEARNING(R17A0534) (1).pdf,51
"47 perceptron, and is a positive constant called the learning rate. The role of the learning rate is to moderate the degree to which weights are changed at each step. It is usually set to some small value (e.g., 0.1) and is sometimes made to decay as the number of weight-tuning iterations increases. Why should this update rule converge toward successful weight values? To get an intuitive feel, consider some specific cases. Suppose the training example is correctly classified already by the perceptron. In this case, (t - o) is zero, making wi  zero, so that no weights are updated. Suppose the perceptron outputs a -1, when the target output is +1. To make the perceptron output a+1 instead of -1 in this case, the weights must be altered to increase the value of   x w. For example, if xi>0",MACHINE LEARNING(R17A0534) (1).pdf,52
"s +1. To make the perceptron output a+1 instead of -1 in this case, the weights must be altered to increase the value of   x w. For example, if xi>0, then increasing wi will bring the perceptron closer to correctly classifying this example. Notice the training rule will increase w, in this case, because (t - o),, and xi are all positive. For example, if xi = .8,  = 0.1, t = 1, and o = - 1, then the weight update will be wi  =  (t - o)xi = O.1(1 - (-1))0.8 = 0.16. On the other hand, if t = -1 and o = 1, then weights associated with positive xi will be decreased rather than increased. In fact, the above learning procedure can be proven to converge within a finite number of applications of the perceptron training rule to a weight vector that correctly classifies all training examples, p",MACHINE LEARNING(R17A0534) (1).pdf,52
"converge within a finite number of applications of the perceptron training rule to a weight vector that correctly classifies all training examples, provided the training examples are linearly separable and provided a sufficiently small  is used. If the data are not linearly separable, convergence is not assured. Gradient Descent and the Delta Rule Although the perceptron rule finds a successful weight vector when the training examples are linearly separable, it can fail to converge if the examples are not linearly separable. A second training rule, called the delta rule, is designed to overcome this difficulty. If the training examples are not linearly separable, the delta rule converges toward a best-fit approximation to the target concept. The key idea behind the delta rule is to use g",MACHINE LEARNING(R17A0534) (1).pdf,52
"not linearly separable, the delta rule converges toward a best-fit approximation to the target concept. The key idea behind the delta rule is to use gradient descent to search the hypothesis space of possible weight vectors to find the weights that best fit the training examples. This rule is important because gradient descent provides the basis for the BACKPROPAGATION algorithm, which can learn networks with many interconnected units. It is also important because gradient descent can serve as the basis for learning algorithms that must search through hypothesis spaces containing many different types of continuously parameterized hypotheses. The delta training rule is best understood by considering the task of training an unthresholded perceptron; that is, a linear unit for which the outpu",MACHINE LEARNING(R17A0534) (1).pdf,52
"The delta training rule is best understood by considering the task of training an unthresholded perceptron; that is, a linear unit for which the output o is given by Thus, a linear unit corresponds to the first stage of a perceptron, without the threshold. In order to derive a weight learning rule for linear units, let us begin by specifying a measure for the training error of a hypothesis (weight vector), relative to the training examples. Although there are many ways to define this error, one common measure that will turn out to be especially convenient is where D is the set of training examples, td is the target output for training example d, and od is the output of the linear unit for training example d. By this definition,   w E is simply half the squared",MACHINE LEARNING(R17A0534) (1).pdf,52
"d, and od is the output of the linear unit for training example d. By this definition,   w E is simply half the squared",MACHINE LEARNING(R17A0534) (1).pdf,52
"48 difference between the target output td and the hear unit output od, summed over all training examples. Here we characterize E as a function of   w , because the linear unit output o depends on this weight vector. Of course E also depends on the particular set of training examples, but we assume these are fixed during training, so we do not bother to write E as an explicit function of these. In particular, there we show that under certain conditions the hypothesis that minimizes E is also the most probable hypothesis in H given the training data. 2.3.2. Multi-layer Perceptron Multi-layer Perceptron (MLP) is a supervised learning algorithm that learns a function f(⋅):Rm→Ro by training on a dataset, where m is the number of dimensions for input and o is the number of dimensions for out",MACHINE LEARNING(R17A0534) (1).pdf,53
"hm that learns a function f(⋅):Rm→Ro by training on a dataset, where m is the number of dimensions for input and o is the number of dimensions for output. Given a set of features X=x1,x2,...,xm and a target y, it can learn a non- linear function approximator for either classification or regression. It is different from logistic regression, in that between the input and the output layer, there can be one or more non-linear layers, called hidden layers. Figure shows a one hidden layer MLP with scalar output. The leftmost layer, known as the input layer, consists of a set of neurons {xi|x1,x2,...,xm} representing the input features. Each neuron in the hidden layer transforms the values from the previous layer with a weighted linear summation w1x1+w2x2+...+wmxm, followed by a non-linear activa",MACHINE LEARNING(R17A0534) (1).pdf,53
"in the hidden layer transforms the values from the previous layer with a weighted linear summation w1x1+w2x2+...+wmxm, followed by a non-linear activation function g(⋅):R→R - like the hyperbolic tan function. The output layer receives the values from the last hidden layer and transforms them into output values. The module contains the public attributes coefs_ and intercepts_. coefs_ is a list of weight matrices, where weight matrix at index i represents the weights between layer i and layer i+1. intercepts_ is a list of bias vectors, where the vector at index i represents the bias values added to layer i+1. The advantages of Multi-layer Perceptron are:  Capability to learn non-linear models.  Capability to learn models in real-time (on-line learning) using partial_fit. The disadvantages",MACHINE LEARNING(R17A0534) (1).pdf,53
"ptron are:  Capability to learn non-linear models.  Capability to learn models in real-time (on-line learning) using partial_fit. The disadvantages of Multi-layer Perceptron (MLP) include:  MLP with hidden layers have a non-convex loss function where there exists more than one local minimum. Therefore different random weight initializations can lead to different validation accuracy.  MLP requires tuning a number of hyperparameters such as the number of hidden neurons, layers, and iterations.  MLP is sensitive to feature scaling.",MACHINE LEARNING(R17A0534) (1).pdf,53
"49 2.4. Support Vector Machines Support Vector Machine or SVM is one of the most popular Supervised Learning algorithms, which is used for Classification as well as Regression problems. However, primarily, it is used for Classification problems in Machine Learning. The goal of the SVM algorithm is to create the best line or decision boundary that can segregate n-dimensional space into classes so that we can easily put the new data point in the correct category in the future. This best decision boundary is called a hyperplane. SVM chooses the extreme points/vectors that help in creating the hyperplane. These extreme cases are called as support vectors, and hence algorithm is termed as Support Vector Machine. Consider the below diagram in which there are two different categories that are cla",MACHINE LEARNING(R17A0534) (1).pdf,54
"vectors, and hence algorithm is termed as Support Vector Machine. Consider the below diagram in which there are two different categories that are classified using a decision boundary or hyperplane: Example: SVM can be understood with the example that we have used in the KNN classifier. Suppose we see a strange cat that also has some features of dogs, so if we want a model that can accurately identify whether it is a cat or dog, so such a model can be created by using the SVM algorithm. We will first train our model with lots of images of cats and dogs so that it can learn about different features of cats and dogs, and then we test it with this strange creature. So as support vector creates a decision boundary between these two data (cat and dog) and choose extreme cases (support vectors),",MACHINE LEARNING(R17A0534) (1).pdf,54
"is strange creature. So as support vector creates a decision boundary between these two data (cat and dog) and choose extreme cases (support vectors), it will see the extreme case of cat and dog. On the basis of the support vectors, it will classify it as a cat. Consider the below diagram: SVM algorithm can be used for Face detection, image classification, text categorization, etc. Types of SVM SVM can be of two types:",MACHINE LEARNING(R17A0534) (1).pdf,54
"50 o Linear SVM: Linear SVM is used for linearly separable data, which means if a dataset can be classified into two classes by using a single straight line, then such data is termed as linearly separable data, and classifier is used called as Linear SVM classifier. o Non-linear SVM: Non-Linear SVM is used for non-linearly separated data, which means if a dataset cannot be classified by using a straight line, then such data is termed as non-linear data and classifier used is called as Non-linear SVM classifier. Hyperplane and Support Vectors in the SVM algorithm: Hyperplane: There can be multiple lines/decision boundaries to segregate the classes in n- dimensional space, but we need to find out the best decision boundary that helps to classify the data points. This best boundary is known a",MACHINE LEARNING(R17A0534) (1).pdf,55
"sses in n- dimensional space, but we need to find out the best decision boundary that helps to classify the data points. This best boundary is known as the hyperplane of SVM. The dimensions of the hyperplane depend on the features present in the dataset, which means if there are 2 features (as shown in image), then hyperplane will be a straight line. And if there are 3 features, then hyperplane will be a 2-dimension plane. We always create a hyperplane that has a maximum margin, which means the maximum distance between the data points. Support Vectors: The data points or vectors that are the closest to the hyperplane and which affect the position of the hyperplane are termed as Support Vector. Since these vectors support the hyperplane, hence called a Support vector. How does SVM works? 2.",MACHINE LEARNING(R17A0534) (1).pdf,55
"tion of the hyperplane are termed as Support Vector. Since these vectors support the hyperplane, hence called a Support vector. How does SVM works? 2.4.1. Linear SVM: The working of the SVM algorithm can be understood by using an example. Suppose we have a dataset that has two tags (green and blue), and the dataset has two features x1 and x2. We want a classifier that can classify the pair(x1, x2) of coordinates in either green or blue. Consider the below image: So as it is 2-d space so by just using a straight line, we can easily separate these two classes. But there can be multiple lines that can separate these classes. Consider the below image:",MACHINE LEARNING(R17A0534) (1).pdf,55
mage:,MACHINE LEARNING(R17A0534) (1).pdf,55
"51 Hence, the SVM algorithm helps to find the best line or decision boundary; this best boundary or region is called as a hyperplane. SVM algorithm finds the closest point of the lines from both the classes. These points are called support vectors. The distance between the vectors and the hyperplane is called as margin. And the goal of SVM is to maximize this margin. The hyperplane with maximum margin is called the optimal hyperplane. 2.4.2. Non-Linear SVM: If data is linearly arranged, then we can separate it by using a straight line, but for non-linear data, we cannot draw a single straight line. Consider the below image: So to separate these data points, we need to add one more dimension. For linear data, we have used two dimensions x and y, so for non-linear data, we will add a third d",MACHINE LEARNING(R17A0534) (1).pdf,56
"se data points, we need to add one more dimension. For linear data, we have used two dimensions x and y, so for non-linear data, we will add a third dimension z. It can be calculated as: z=x2 +y2 By adding the third dimension, the sample space will become as below image:",MACHINE LEARNING(R17A0534) (1).pdf,56
"52 So now, SVM will divide the datasets into classes in the following way. Consider the below image: Since we are in 3-d Space, hence it is looking like a plane parallel to the x-axis. If we convert it in 2d space with z=1, then it will become as: Hence we get a circumference of radius 1 in case of non-linear data. 2.4.3. SVM Kernels In practice, SVM algorithm is implemented with kernel that transforms an input data space into",MACHINE LEARNING(R17A0534) (1).pdf,57
"53 the required form. SVM uses a technique called the kernel trick in which kernel takes a low dimensional input space and transforms it into a higher dimensional space. In simple words, kernel converts non- separable problems into separable problems by adding more dimensions to it. It makes SVM more powerful, flexible and accurate. The following are some of the types of kernels used by SVM. Linear Kernel It can be used as a dot product between any two observations. The formula of linear kernel is as below K(x,xi)=sum(x∗xi) From the above formula, we can see that the product between two vectors say 𝑥 & 𝑥𝑖 is the sum of the multiplication of each pair of input values. 2.5. Unsupervised Machine Learning: 2.5.1. Introduction to clustering As the name suggests, unsupervised learning is a machi",MACHINE LEARNING(R17A0534) (1).pdf,58
"ach pair of input values. 2.5. Unsupervised Machine Learning: 2.5.1. Introduction to clustering As the name suggests, unsupervised learning is a machine learning technique in which models are not supervised using training dataset. Instead, models itself find the hidden patterns and insights from the given data. It can be compared to learning which takes place in the human brain while learning new things. It can be defined as: “Unsupervised learning is a type of machine learning in which models are trained using unlabeled dataset and are allowed to act on that data without any supervision.” Unsupervised learning cannot be directly applied to a regression or classification problem because unlike supervised learning, we have the input data but no corresponding output data. The goal of unsuper",MACHINE LEARNING(R17A0534) (1).pdf,58
"regression or classification problem because unlike supervised learning, we have the input data but no corresponding output data. The goal of unsupervised learning is to find the underlying structure of dataset, group that data according to similarities, and represent that dataset in a compressed format Example: Suppose the unsupervised learning algorithm is given an input dataset containing images of different types of cats and dogs. The algorithm is never trained upon the given dataset, which means it does not have any idea about the features of the dataset. The task of the unsupervised learning algorithm is to identify the image features on their own. Unsupervised learning algorithm will perform this task by clustering the image dataset into the groups according to similarities between",MACHINE LEARNING(R17A0534) (1).pdf,58
on their own. Unsupervised learning algorithm will perform this task by clustering the image dataset into the groups according to similarities between images. Why use Unsupervised Learning?,MACHINE LEARNING(R17A0534) (1).pdf,58
"54 Below are some main reasons which describe the importance of Unsupervised Learning: o Unsupervised learning is helpful for finding useful insights from the data. o Unsupervised learning is much similar as a human learns to think by their own experiences, which makes it closer to the real AI. o Unsupervised learning works on unlabeled and uncategorized data which make unsupervised learning more important. o In real-world, we do not always have input data with the corresponding output so to solve such cases, we need unsupervised learning. Working of Unsupervised Learning Working of unsupervised learning can be understood by the below diagram: Here, we have taken an unlabeled input data, which means it is not categorized and corresponding outputs are also not given. Now, this unlabeled inp",MACHINE LEARNING(R17A0534) (1).pdf,59
": Here, we have taken an unlabeled input data, which means it is not categorized and corresponding outputs are also not given. Now, this unlabeled input data is fed to the machine learning model in order to train it. Firstly, it will interpret the raw data to find the hidden patterns from the data and then will apply suitable algorithms such as k-means clustering, Decision tree, etc. Once it applies the suitable algorithm, the algorithm divides the data objects into groups according to the similarities and difference between the objects. Types of Unsupervised Learning Algorithm: The unsupervised learning algorithm can be further categorized into two types of problems:",MACHINE LEARNING(R17A0534) (1).pdf,59
nto two types of problems:,MACHINE LEARNING(R17A0534) (1).pdf,59
55 o Clustering: Clustering is a method of grouping the objects into clusters such that objects with most similarities remains into a group and has less or no similarities with the objects of another group. Cluster analysis finds the commonalities between the data objects and categorizes them as per the presence and absence of those commonalities. o Association: An association rule is an unsupervised learning method which is used for finding the relationships between variables in the large database. It determines the set of items that occurs together in the dataset. Association rule makes marketing strategy more effective. Such as people who buy X item (suppose a bread) are also tend to purchase Y (Butter/Jam) item. A typical example of Association rule is Market Basket Analysis. Unsupervi,MACHINE LEARNING(R17A0534) (1).pdf,60
"buy X item (suppose a bread) are also tend to purchase Y (Butter/Jam) item. A typical example of Association rule is Market Basket Analysis. Unsupervised Learning algorithms: Below is the list of some popular unsupervised learning algorithms: o K-means clustering o KNN (k-nearest neighbors) o Hierarchal clustering o Anomaly detection o Neural Networks o Principle Component Analysis o Independent Component Analysis o Apriori algorithm o Singular value decomposition Advantages of Unsupervised Learning o Unsupervised learning is used for more complex tasks as compared to supervised learning because, in unsupervised learning, we don't have labeled input data. o Unsupervised learning is preferable as it is easy to get unlabeled data in comparison to labeled data. Disadvantages of Unsupervised L",MACHINE LEARNING(R17A0534) (1).pdf,60
"d input data. o Unsupervised learning is preferable as it is easy to get unlabeled data in comparison to labeled data. Disadvantages of Unsupervised Learning o Unsupervised learning is intrinsically more difficult than supervised learning as it does not have corresponding output. o The result of the unsupervised learning algorithm might be less accurate as input data is not labeled, and algorithms do not know the exact output in advance.",MACHINE LEARNING(R17A0534) (1).pdf,60
"56 Supervised Learning Unsupervised Learning Supervised learning algorithms are trained using labeled data. Unsupervised learning algorithms are trained using unlabeled data. Supervised learning model takes direct feedback to check if it is predicting correct output or not. Unsupervised learning model does not take any feedback. Supervised learning model predicts the output. Unsupervised learning model finds the hidden patterns in data. In supervised learning, input data is provided to the model along with the output. In unsupervised learning, only input data is provided to the model. The goal of supervised learning is to train the model so that it can predict the output when it is given new data. The goal of unsupervised learning is to find the hidden patterns and useful insights from the",MACHINE LEARNING(R17A0534) (1).pdf,61
hat it can predict the output when it is given new data. The goal of unsupervised learning is to find the hidden patterns and useful insights from the unknown dataset. Supervised learning needs supervision to train the model. Unsupervised learning does not need any supervision to train the model. Supervised learning can be categorized in Classification and Regression problems. Unsupervised Learning can be classified in Clustering and Associations problems. Supervised learning can be used for those cases where we know the input as well as corresponding outputs. Unsupervised learning can be used for those cases where we have only input data and no corresponding output data. Supervised learning model produces an accurate result. Unsupervised learning model may give less accurate result as com,MACHINE LEARNING(R17A0534) (1).pdf,61
"no corresponding output data. Supervised learning model produces an accurate result. Unsupervised learning model may give less accurate result as compared to supervised learning. Supervised learning is not close to true Artificial intelligence as in this, we first train the model for each data, and then only it can predict the correct output. Unsupervised learning is more close to the true Artificial Intelligence as it learns similarly as a child learns daily routine things by his experiences. It includes various algorithms such as Linear Regression, Logistic Regression, Support Vector Machine, Multi-class Classification, Decision tree, Bayesian Logic, etc. It includes various algorithms such as Clustering, KNN, and Apriori algorithm. 2.5.2. K-Mean Clustering k-means clustering algorithm",MACHINE LEARNING(R17A0534) (1).pdf,61
"sian Logic, etc. It includes various algorithms such as Clustering, KNN, and Apriori algorithm. 2.5.2. K-Mean Clustering k-means clustering algorithm One of the most used clustering algorithm is k-means. It allows to group the data according to the existing similarities among them in k clusters, given as input to the algorithm. I’ll start with a simple example. Let’s imagine we have 5 objects (say 5 people) and for each of them we know two features (height and weight). We want to group them into k=2 clusters. Our dataset will look like this:",MACHINE LEARNING(R17A0534) (1).pdf,61
"57 First of all, we have to initialize the value of the centroids for our clusters. For instance, let’s choose Person 2 and Person 3 as the two centroids c1 and c2, so that c1=(120,32) and c2=(113,33). Now we compute the euclidian distance between each of the two centroids and each point in the data. If you did all the calculations, you should have come up with the following numbers: Distance of object from c1 Distance of object from c2 Person 1 52.3 58.3 Person 2 0 7.1 Person 3 7.1 0 Person 4 70.4 75.4 Person 5 13.9 9.4 At this point, we will assign each object to the cluster it is closer to (that is taking the minimum between the two computed distances for each object). We can then arrange the points as follows: Person 1 → cluster 1 Person 2 → cluster 1 Person 3 → cluster 2 Person 4 → cl",MACHINE LEARNING(R17A0534) (1).pdf,62
"ed distances for each object). We can then arrange the points as follows: Person 1 → cluster 1 Person 2 → cluster 1 Person 3 → cluster 2 Person 4 → cluster 1 Person 5→ cluster 2 Let’s iterate, which means to redefine the centroids by calculating the mean of the members of each of the two clusters. So c’1 = ((167+120+175)/3, (55+32+76)/3) = (154, 54.3) and c’2 = ((113+108)/2, (33+25)/2) = (110.5, 29) Then, we calculate the distances again and re-assign the points to the new centroids. We repeat this process until the centroids don’t move anymore (or the difference between them is under a certain small threshold). In our case, the result we get is given in the figure below. You can see the two different clusters labelled with two different colours and the position of the centroids, given by",MACHINE LEARNING(R17A0534) (1).pdf,62
"is given in the figure below. You can see the two different clusters labelled with two different colours and the position of the centroids, given by the crosses.",MACHINE LEARNING(R17A0534) (1).pdf,62
"58 How to apply k-means? As you probably already know, I’m using Python libraries to analyze my data. The k-means algorithm is implemented in the scikit-learn package. To use it, you will just need the following line in your script: What if our data is… non-numerical? At this point, you will maybe have noticed something. The basic concept of k-means stands on mathematical calculations (means, euclidian distances). But what if our data is non-numerical or, in other words, categorical? Imagine, for instance, to have the ID code and date of birth of the five people of the previous example, instead of their heights and weights. We could think of transforming our categorical values in numerical values and eventually apply k- means. But beware: k-means uses numerical distances, so it could consi",MACHINE LEARNING(R17A0534) (1).pdf,63
"transforming our categorical values in numerical values and eventually apply k- means. But beware: k-means uses numerical distances, so it could consider close two really distant objects that merely have been assigned two close numbers. k-modes is an extension of k-means. Instead of distances it uses dissimilarities (that is, quantification of the total mismatches between two objects: the smaller this number, the more similar the two objects). And instead of means, it uses modes. A mode is a vector of elements that minimizes the dissimilarities between the vector itself and each object of the data. We will have as many modes as the number of clusters we required, since they act as centroids.",MACHINE LEARNING(R17A0534) (1).pdf,63
"clusters we required, since they act as centroids.",MACHINE LEARNING(R17A0534) (1).pdf,63
"59 Unit III Ensemble and Probabilistic Learning Ensemble Learning: Model Combination Schemes, Voting, Error-Correcting Output Codes, Bagging: Random Forest Trees, Boosting: Adaboost, Stacking. Probabilistic Learning: Gaussian mixture models - The Expectation-Maximization (EM) Algorithm, Information Criteria, Nearest neighbour methods - Nearest Neighbour Smoothing, Efficient Distance Computations: the KD-Tree, Distance Measures. 3. Introduction: Ensemble Learning Ensemble learning usually produces more accurate solutions than a single model would.",MACHINE LEARNING(R17A0534) (1).pdf,64
"60 Ensemble Learning is a technique that create multiple models and then combine them them to produce improved results. Ensemble learning usually produces more accurate solutions than a single model would.  Ensemble learning methods is applied to regression as well as classification. o Ensemble learning for regression creates multiple repressors i.e. multiple regression models such as linear, polynomial, etc. o Ensemble learning for classification creates multiple classifiers i.e. multiple classification models such as logistic, decision tress, KNN, SVM, etc. Figure 1: Ensemble learning view Which components to combine? • different learning algorithms • same learning algorithm trained in different ways • same learning algorithm trained the same way There are two steps in ensemble learning",MACHINE LEARNING(R17A0534) (1).pdf,65
"algorithms • same learning algorithm trained in different ways • same learning algorithm trained the same way There are two steps in ensemble learning: Multiples machine learning models were generated using same or different machine learning algorithm. These are called “base models”. The prediction perform on the basis of base models. Techniques/Methods in ensemble learning Voting, Error-Correcting Output Codes, Bagging: Random Forest Trees, Boosting: Adaboost, Stacking. 3.1 Model Combination Schemes - Combining Multiple Learners We discussed many different learning algorithms in the previous chapters. Though these are generally successful, no one single algorithm is always the most accurate. Now, we are going to discuss models composed of multiple learners that complement each other so th",MACHINE LEARNING(R17A0534) (1).pdf,65
"o one single algorithm is always the most accurate. Now, we are going to discuss models composed of multiple learners that complement each other so that by combining them, we attain higher accuracy. There are also different ways the multiple base-learners are combined to generate the final output: Figure2: General Idea - Combining Multiple Learners",MACHINE LEARNING(R17A0534) (1).pdf,65
"61 Multiexpert combination Multiexpert combination methods have base-learners that work in parallel. These methods can in turn be divided into two:  In the global approach, also called learner fusion, given an input, all base-learners generate an output and all these outputs are used. Examples are voting and stacking.  In the local approach, or learner selection, for example, in mixture of experts, there is a gating model, which looks at the input and chooses one (or very few) of the learners as responsible for generating the output. Multistage combination Multistage combination methods use a serial approach where the next base-learner is trained with or tested on only the instances where the previous base-learners are not accurate enough. The idea is that the base-learners (or the diffe",MACHINE LEARNING(R17A0534) (1).pdf,66
